date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST
2020-09-10,sz.300885,80.0000,80.0000,46.0000,52.3800,18.9700,12503355,781652787.0400,3,62.516800,1,176.120200,77.004877,23.935660,37.466745,12.903485,0
2020-09-11,sz.300885,43.0000,62.0000,40.0100,47.3600,52.3800,9859343,467997971.1600,3,49.296700,1,-9.583800,69.624875,21.641712,33.876003,11.666839,0
2020-09-14,sz.300885,44.0000,46.8800,43.0000,44.0500,47.3600,7305900,328084542.1300,3,36.529500,1,-6.989000,64.758779,20.129168,31.508403,10.851442,0
2020-09-15,sz.300885,44.0000,55.0000,41.4100,50.6400,44.0500,10609191,514743086.5500,3,53.046000,1,14.960300,74.446868,23.140546,36.222145,12.474847,0
2020-09-16,sz.300885,47.0000,53.0000,45.0000,51.3600,50.6400,10043496,492053499.3500,3,50.217500,1,1.421800,75.505355,23.469559,36.737152,12.652214,0
2020-09-17,sz.300885,49.0000,58.0000,48.0100,50.0300,51.3600,11222429,603561950.7600,3,56.112100,1,-2.589600,73.550095,22.861800,35.785820,12.324577,0
2020-09-18,sz.300885,47.3300,49.8800,45.5600,46.8800,50.0300,6609303,310340816.1600,3,33.046500,1,-6.296200,68.919218,21.422370,33.532665,11.548594,0
2020-09-21,sz.300885,46.0800,46.9700,44.5100,45.2100,46.8800,4023494,182823627.9900,3,20.117500,1,-3.562300,66.464118,20.659244,32.338136,11.137200,0
2020-09-22,sz.300885,43.9900,45.4000,42.7000,42.9800,45.2100,3800598,167300274.3600,3,19.003000,1,-4.932500,63.185750,19.640219,30.743045,10.587854,0
2020-09-23,sz.300885,42.9900,45.8800,42.9900,44.7500,42.9800,4153044,186015926.3100,3,20.765200,1,4.118200,65.787863,20.449041,32.009104,11.023882,0
2020-09-24,sz.300885,44.5400,46.9800,44.0000,45.3300,44.7500,5762946,265599573.4000,3,28.814700,1,1.296100,66.640532,20.714079,32.423970,11.166762,0
2020-09-25,sz.300885,44.8400,45.8400,42.7100,42.8400,45.3300,4118675,180534793.0500,3,20.593400,1,-5.493100,62.979934,19.576244,30.642905,10.553366,0
2020-09-28,sz.300885,42.7100,42.9800,39.3300,39.8800,42.8400,3220095,132310565.9600,3,16.100500,1,-6.909400,58.628379,18.223637,28.525655,9.824188,0
2020-09-29,sz.300885,40.3600,40.9200,39.1800,39.3800,39.8800,2336402,93238767.7900,3,11.682000,1,-1.253800,57.893319,17.995156,28.168011,9.701016,0
2020-09-30,sz.300885,39.5900,41.1000,39.2200,39.8100,39.3800,2576060,103379957.0400,3,12.880300,1,1.091900,58.525471,18.191650,28.475585,9.806944,0
2020-10-09,sz.300885,40.4500,42.0000,40.3000,41.8000,39.8100,3002019,123988211.5800,3,15.010100,1,4.998700,61.451009,19.101004,29.899006,10.297168,0
2020-10-12,sz.300885,41.8300,43.2000,41.5400,42.9200,41.8000,3358107,142299766.8300,3,16.790500,1,2.679400,63.097543,19.612801,30.700128,10.573073,0
