date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST
2014-09-12,sz.300393,19.7000,23.6400,19.7000,23.6400,16.4200,31711,749214.0000,3,0.134998,1,43.970760,28.911159,8.178817,116.932480,8.323860,0
2014-09-15,sz.300393,26.0000,26.0000,26.0000,26.0000,23.6400,8400,218400.0000,3,0.035760,1,9.983100,31.797383,8.995315,128.605943,9.154838,0
2014-09-16,sz.300393,28.6000,28.6000,28.6000,28.6000,26.0000,15900,454740.0000,3,0.067688,1,10.000000,34.977121,9.894846,141.466537,10.070321,0
2014-09-17,sz.300393,31.4600,31.4600,31.4600,31.4600,28.6000,52005,1636077.0000,3,0.221392,1,10.000000,38.474833,10.884331,155.613191,11.077354,0
2014-09-18,sz.300393,34.6100,34.6100,34.6100,34.6100,31.4600,128504,4447523.0000,3,0.547058,1,10.012700,42.327208,11.974148,171.194295,12.186497,0
2014-09-19,sz.300393,38.0700,38.0700,38.0700,38.0700,34.6100,308520,11745356.0000,3,1.313410,1,9.997100,46.558706,13.171217,188.308778,13.404795,0
2014-09-22,sz.300393,41.8600,41.8600,39.1100,40.1000,38.0700,15249985,611089872.0000,3,64.921179,1,5.332300,49.041348,13.873543,198.349935,14.119577,0
2014-09-23,sz.300393,39.1000,39.8600,38.5500,39.4500,40.1000,6196781,242951723.0000,3,26.380507,1,-1.620900,48.246413,13.648660,195.134786,13.890706,0
2014-09-24,sz.300393,39.1700,39.9800,39.0200,39.2300,39.4500,4902234,193605622.0000,3,20.869451,1,-0.557700,47.977358,13.572546,194.046582,13.813242,0
2014-09-25,sz.300393,39.6500,40.5000,39.1000,39.2500,39.2300,4010906,159347749.0000,3,17.074951,1,0.051000,48.001818,13.579465,194.145510,13.820284,0
2014-09-26,sz.300393,38.5100,38.7700,37.6600,38.3300,39.2500,3200797,122540920.0000,3,13.626211,1,-2.343900,46.876680,13.261170,189.594838,13.496343,0
2014-09-29,sz.300393,38.6300,38.7500,38.0000,38.3300,38.3300,2055156,79017405.0000,3,8.749068,1,0.000000,46.876680,13.261170,189.594838,13.496343,0
2014-09-30,sz.300393,38.4600,39.6200,38.4500,39.4300,38.3300,3905377,153103020.0000,3,16.625700,1,2.869800,48.221954,13.641741,195.035858,13.883663,0
2014-10-08,sz.300393,39.7000,43.3700,39.7000,43.3700,39.4300,6820274,287167632.0000,3,29.034798,1,9.992400,53.040480,15.004877,214.524605,15.270973,0
2014-10-09,sz.300393,43.0100,43.3600,41.3200,41.9400,43.3700,5465172,230595109.0000,3,23.265951,1,-3.297200,51.291624,14.510134,207.451278,14.767457,0
2014-10-10,sz.300393,41.7900,42.9700,41.4100,42.9000,41.9400,3745316,157747246.0000,3,15.944300,1,2.289000,52.465681,14.842269,212.199805,15.105482,0
2014-10-13,sz.300393,42.5200,42.9600,41.6700,42.7100,42.9000,2290031,97038495.0000,3,9.748961,1,-0.442900,52.233316,14.776534,211.259993,15.038581,0
2014-10-14,sz.300393,42.7000,44.6700,41.6800,41.9500,42.7100,3846116,165770106.0000,3,16.373418,1,-1.779400,51.303854,14.513594,207.500742,14.770979,0
2014-10-15,sz.300393,41.7500,43.3300,41.1300,42.7700,41.9500,3009309,127314613.0000,3,12.811022,1,1.954700,52.306694,14.797293,211.556776,15.059708,0
2014-10-16,sz.300393,42.6300,45.5800,42.2100,44.1500,42.7700,4142164,183220605.0000,3,17.633734,1,3.226600,53.994402,15.274736,218.382783,15.545619,0
2014-10-17,sz.300393,42.0000,43.9900,41.3800,43.0800,44.1500,5570756,236537657.0000,3,23.715436,1,-2.423600,43.366947,11.476256,16.831412,7.195131,0
2014-10-20,sz.300393,42.8400,44.3000,42.0100,43.5100,43.0800,3396451,146399797.0000,3,14.459136,1,0.998100,43.799811,11.590806,16.999413,7.266949,0
2014-10-21,sz.300393,43.3000,45.8800,43.2000,44.7700,43.5100,5239537,234558900.0000,3,22.305394,1,2.895900,45.068204,11.926462,17.491697,7.477392,0
2014-10-22,sz.300393,44.4600,44.6000,43.2200,43.6100,44.7700,3710136,163031790.0000,3,15.794534,1,-2.591000,43.900478,11.617445,17.038483,7.283651,0
2014-10-23,sz.300393,43.1900,44.3800,42.6100,43.0000,43.6100,2552785,110970282.0000,3,10.867539,1,-1.398800,43.286414,11.454945,16.800156,7.181770,0
2014-10-24,sz.300393,42.7800,43.4800,42.3500,42.5200,43.0000,2409434,103323482.0000,3,10.257275,1,-1.116300,42.803217,11.327076,16.612619,7.101601,0
2014-10-27,sz.300393,42.0000,42.2200,40.0100,40.3600,42.5200,2847376,117261368.0000,3,12.121652,1,-5.080000,40.628830,10.751665,15.768704,6.740843,0
2014-10-28,sz.300393,41.0000,41.7500,40.6300,41.6900,40.3600,2711868,111783842.0000,3,11.544777,1,3.295300,41.967689,11.105969,16.288337,6.962977,0
2014-10-29,sz.300393,42.2000,43.5000,42.1800,43.2000,41.6900,3809685,163973154.0000,3,16.218327,1,3.622000,43.487747,11.508224,16.878296,7.215174,0
2014-10-30,sz.300393,43.2500,43.8600,42.6000,42.7400,43.2000,2409381,103915102.0000,3,10.257050,1,-1.064800,43.024683,11.385682,16.698573,7.138345,0
2014-10-31,sz.300393,42.6000,44.3000,42.6000,44.2000,42.7400,3529420,154135047.0000,3,15.025202,1,3.416000,44.494407,11.774618,17.268997,7.382192,0
