date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,peTTM,psTTM,pcfNcfTTM,pbMRQ,isST
2021-07-30,sz.301037,37.8800,38.8000,30.3100,31.0000,14.8200,13374605,455004974.4500,3,62.618200,1,109.176800,30.299440,1.205769,48.554516,5.639379,0
2021-08-02,sz.301037,32.3000,33.0000,29.0000,29.8700,31.0000,9028718,275710359.0200,3,42.271300,1,-3.645200,29.194977,1.161817,46.784625,5.433815,0
2021-08-03,sz.301037,28.5000,29.6600,27.3300,27.7600,29.8700,8308080,234999137.3400,3,38.897400,1,-7.063900,27.132660,1.079747,43.479786,5.049973,0
2021-08-04,sz.301037,27.0600,28.4300,26.8100,27.3600,27.7600,6664689,183190390.0400,3,31.203200,1,-1.440900,26.741699,1.064188,42.853276,4.977207,0
2021-08-05,sz.301037,27.3000,27.9700,26.6800,27.7500,27.3600,5913019,162533762.4800,3,27.684000,1,1.425400,27.122886,1.079358,43.464123,5.048154,0
2021-08-06,sz.301037,28.1700,29.4000,27.5800,27.5800,27.7500,6440723,183571816.1300,3,30.154600,1,-0.612600,26.956728,1.072745,43.197856,5.017228,0
2021-08-09,sz.301037,26.3900,29.3700,25.7800,29.1500,27.5800,7757150,214203672.4700,3,36.318000,1,5.692500,28.491248,1.133812,45.656908,5.302836,0
2021-08-10,sz.301037,28.2800,29.3300,27.9500,28.0700,29.1500,5229613,148694680.3600,3,24.484400,1,-3.705000,27.435654,1.091804,43.965331,5.106367,0
2021-08-11,sz.301037,27.9800,28.4600,27.2000,27.2500,28.0700,4089462,113445250.9700,3,19.146300,1,-2.921300,26.634185,1.059910,42.680986,4.957196,0
2021-08-12,sz.301037,27.2700,27.9400,27.0000,27.6200,27.2500,3735347,102824971.0600,3,17.488400,1,1.357800,26.995824,1.074301,43.260507,5.024505,0
2021-08-13,sz.301037,27.3300,28.2000,27.0600,27.8500,27.6200,3632144,100139933.3200,3,17.005200,1,0.832700,27.220626,1.083247,43.620751,5.066346,0
2021-08-16,sz.301037,28.0000,28.9700,28.0000,28.4800,27.8500,4621023,131723923.1100,3,21.635000,1,2.262100,27.836389,1.107751,44.607504,5.180952,0
2021-08-17,sz.301037,28.6900,29.5100,27.7000,29.5100,28.4800,6052477,174434771.1600,3,28.336900,1,3.616600,28.843112,1.147814,46.220767,5.368325,0
2021-08-18,sz.301037,28.9900,32.2300,28.6200,30.6000,29.5100,7879360,239320547.7000,3,36.890200,1,3.693700,29.908480,1.190210,47.928006,5.566613,0
2021-08-19,sz.301037,29.9500,29.9500,27.8500,27.9700,30.6000,5195665,148705478.9100,3,24.325400,1,-8.594800,27.337914,1.087915,43.808703,5.088175,0
2021-08-20,sz.301037,27.4100,27.6600,26.4700,26.5300,27.9700,3449206,92890495.7800,3,16.148700,1,-5.148400,25.930456,1.031905,41.553268,4.826217,0
2021-08-23,sz.301037,26.7000,27.3100,26.5600,27.0500,26.5300,2463489,66517807.5700,3,11.533700,1,1.960000,26.438705,1.052131,42.367731,4.920813,0
2021-08-24,sz.301037,26.9000,28.8100,26.9000,27.8700,27.0500,4121413,114389963.1500,3,19.295900,1,3.031400,27.240174,1.084025,43.652076,5.069984,0
2021-08-25,sz.301037,27.4200,28.5600,27.3500,28.2800,27.8700,3279442,92267055.0100,3,15.353900,1,1.471100,27.640909,1.099972,44.294249,5.144569,0
2021-08-26,sz.301037,28.3000,28.4800,27.2200,27.2800,28.2800,2850135,79040452.3000,3,13.344000,1,-3.536100,26.663507,1.061077,42.727974,4.962654,0
2021-08-27,sz.301037,27.4900,27.9700,26.8400,27.8000,27.2800,2673927,73198122.3700,3,12.519000,1,1.906200,27.171756,1.081302,43.542437,5.057250,0
2021-08-30,sz.301037,27.1200,27.5800,26.0900,26.2900,27.8000,3382335,90785062.5800,3,15.835700,1,-5.431700,27.035392,0.890647,-373.082034,4.416162,0
2021-08-31,sz.301037,26.2700,26.8900,26.1200,26.6600,26.2900,1783189,47268172.3100,3,8.348700,1,1.407400,27.415882,0.903182,-378.332713,4.478314,0
2021-09-01,sz.301037,26.9500,27.8000,26.6200,27.1300,26.6600,2796363,76056970.0600,3,13.092200,1,1.762900,27.899208,0.919105,-385.002494,4.557264,0
2021-09-02,sz.301037,27.0000,28.3800,26.6000,28.2100,27.1300,3701830,102553972.1500,3,17.331500,1,3.980800,29.009829,0.955693,-400.328801,4.738681,0
2021-09-03,sz.301037,28.0100,28.0700,27.3800,27.7000,28.2100,2875512,79646845.8400,3,13.462800,1,-1.807900,28.485369,0.938415,-393.091378,4.653012,0
2021-09-06,sz.301037,27.9200,28.7000,27.5700,28.5900,27.7000,3202568,90271990.1100,3,14.994000,1,3.213000,29.400603,0.968566,-405.721390,4.802513,0
2021-09-07,sz.301037,28.5000,28.9700,28.1000,28.3800,28.5900,3179048,90430322.0200,3,14.883900,1,-0.734500,29.184649,0.961452,-402.741275,4.767237,0
2021-09-08,sz.301037,28.2300,28.6800,27.7500,27.7900,28.3800,3041464,85414960.8700,3,14.239700,1,-2.078900,28.577921,0.941464,-394.368571,4.668130,0
2021-09-09,sz.301037,27.9800,27.9900,27.0600,27.2000,27.7900,1966279,53795127.0100,3,9.205900,1,-2.123100,27.971193,0.921476,-385.995866,4.569022,0
2021-09-10,sz.301037,27.1600,27.3900,26.9100,27.2800,27.2000,1573549,42759381.2000,3,7.367200,1,0.294100,28.053461,0.924186,-387.131148,4.582461,0
2021-09-13,sz.301037,27.4800,27.9400,27.2100,27.3900,27.2800,2278551,62741757.4800,3,10.667900,1,0.403200,28.166580,0.927913,-388.692161,4.600938,0
